Order_ID,Customer_Name,Product,Manufacturing_Plant,Export_Country,Import_Country,Shipping_Mode,Order_Date,Ship_Date,Quantity,Unit_Price,Cost,Revenue,Profit
10137,Customer_182,Auto Parts,Plant C,China,UAE,Air,2024-03-15,2024-04-13,294,41.47,8095.97,12192.26,4096.29
10138,Customer_372,Auto Parts,Plant A,USA,UAE,Sea,2023-06-15,2023-07-15,21,29.57,511.81,621.05,109.23
10139,Customer_392,Auto Parts,Plant A,China,France,Sea,2023-01-04,2023-02-01,466,55.59,17073.86,25904.83,8830.96
10140,Customer_84,Auto Parts,Plant A,China,UAE,Air,2023-05-07,2023-05-15,486,300.08,105556.51,145839.72,40283.2
10141,Customer_282,Steel Sheets,Plant B,USA,USA,Sea,2023-03-31,2023-04-03,76,313.04,19937.8,23791.01,3853.21
10142,Customer_470,Auto Parts,Plant C,Vietnam,USA,Road,2023-10-28,2023-11-10,430,395.55,113230.68,170085.99,56855.31
10143,Customer_17,Electronics,Plant A,China,France,Road,2023-10-18,2023-10-28,304,243.61,45820.71,74056.42,28235.7
10144,Customer_343,Textiles,Plant C,USA,USA,Air,2024-03-14,2024-03-24,500,90.35,30573.59,45174.6,14601.01
10145,Customer_93,Auto Parts,Plant B,Germany,Australia,Road,2023-08-02,2023-08-22,430,110.64,31330.32,47576.18,16245.87
10146,Customer_239,Textiles,Plant B,USA,UAE,Road,2023-06-06,2023-06-24,93,434.78,31664.32,40435.0,8770.68
10147,Customer_102,Auto Parts,Plant B,China,UK,Air,2024-02-21,2024-03-09,22,162.8,2894.2,3581.64,687.45
10148,Customer_276,Pharma Drugs,Plant C,Germany,UAE,Sea,2023-07-28,2023-08-04,481,90.79,29637.39,43669.84,14032.44
10149,Customer_27,Auto Parts,Plant C,India,France,Air,2023-01-08,2023-01-12,327,423.29,104281.14,138416.24,34135.09
10150,Customer_184,Electronics,Plant A,China,Australia,Sea,2023-02-15,2023-02-26,240,75.23,13262.32,18056.01,4793.69
10151,Customer_17,Auto Parts,Plant A,USA,France,Road,2023-11-18,2023-11-26,402,82.1,23862.88,33006.05,9143.17
10152,Customer_367,Steel Sheets,Plant B,India,UK,Sea,2024-03-01,2024-03-06,170,214.83,22908.94,36521.94,13613.01
10153,Customer_453,Steel Sheets,Plant C,USA,UAE,Road,2023-04-21,2023-05-10,133,250.43,25195.23,33306.96,8111.73
10154,Customer_179,Electronics,Plant C,Germany,USA,Air,2024-02-06,2024-02-12,368,319.92,84712.84,117730.39,33017.55
10155,Customer_469,Electronics,Plant B,Germany,UK,Sea,2024-06-19,2024-07-17,342,291.71,83162.46,99763.32,16600.85
10156,Customer_181,Textiles,Plant B,Germany,UK,Sea,2023-10-22,2023-11-21,97,57.9,3594.71,5616.11,2021.4
10157,Customer_425,Electronics,Plant B,China,France,Air,2023-05-22,2023-06-17,478,416.51,125188.62,199089.94,73901.32
10158,Customer_194,Auto Parts,Plant B,China,UK,Road,2023-03-13,2023-04-11,182,46.26,5778.41,8420.21,2641.8
10159,Customer_9,Electronics,Plant C,Germany,UK,Air,2024-05-07,2024-05-26,237,199.9,38564.84,47376.84,8812.0
10160,Customer_240,Textiles,Plant C,USA,Australia,Sea,2023-04-23,2023-05-16,334,442.95,96057.04,147946.39,51889.35
10161,Customer_276,Electronics,Plant C,USA,Australia,Air,2023-09-14,2023-10-09,189,120.54,17902.9,22781.54,4878.65
10162,Customer_8,Steel Sheets,Plant A,China,UK,Sea,2023-06-09,2023-07-01,417,133.37,35655.57,55617.22,19961.65
10163,Customer_399,Steel Sheets,Plant C,USA,USA,Air,2023-03-13,2023-04-11,451,440.77,149220.15,198789.47,49569.32
10164,Customer_241,Electronics,Plant A,Vietnam,USA,Air,2023-10-15,2023-10-30,70,123.66,6730.66,8656.07,1925.41
10165,Customer_492,Textiles,Plant C,India,UAE,Air,2023-05-24,2023-05-30,318,327.2,62834.01,104050.23,41216.22
10166,Customer_166,Steel Sheets,Plant C,USA,USA,Sea,2023-03-03,2023-03-23,290,271.69,57633.57,78791.35,21157.78
10167,Customer_171,Steel Sheets,Plant A,Vietnam,UAE,Road,2023-01-08,2023-01-29,434,79.0,23578.22,34284.42,10706.2
10168,Customer_215,Auto Parts,Plant B,India,France,Road,2023-06-16,2023-07-06,184,326.9,43817.26,60149.48,16332.23
10169,Customer_36,Electronics,Plant B,India,Australia,Air,2023-07-29,2023-08-20,132,195.85,17169.25,25852.3,8683.06
10170,Customer_247,Steel Sheets,Plant C,Vietnam,Australia,Road,2023-04-13,2023-04-22,179,458.39,53568.91,82052.63,28483.72
10171,Customer_468,Electronics,Plant B,India,UK,Road,2023-01-27,2023-02-23,159,290.46,36484.05,46183.12,9699.07
10172,Customer_492,Pharma Drugs,Plant C,Vietnam,UAE,Road,2023-02-10,2023-02-18,385,228.46,74452.58,87958.07,13505.49
10173,Customer_303,Auto Parts,Plant B,China,UK,Road,2023-12-01,2023-12-24,410,302.34,79921.09,123959.07,44037.97
10174,Customer_386,Textiles,Plant C,Vietnam,UK,Road,2023-03-11,2023-03-28,180,378.41,49358.43,68113.96,18755.53
10175,Customer_208,Electronics,Plant C,Vietnam,USA,Air,2023-07-09,2023-08-02,491,173.13,66774.31,85006.47,18232.16
10176,Customer_39,Pharma Drugs,Plant A,Vietnam,UK,Air,2023-05-23,2023-06-07,285,470.08,112714.74,133973.67,21258.93
10177,Customer_17,Steel Sheets,Plant C,Germany,Australia,Sea,2023-04-04,2023-04-15,98,30.8,2168.23,3018.68,850.45
10178,Customer_63,Auto Parts,Plant B,China,UK,Sea,2024-06-16,2024-07-12,401,87.23,25726.38,34980.62,9254.25
10179,Customer_455,Auto Parts,Plant A,Germany,UAE,Sea,2024-03-30,2024-04-22,47,56.0,2222.74,2631.9,409.16
10180,Customer_492,Steel Sheets,Plant A,China,UAE,Sea,2024-01-22,2024-02-20,143,27.84,3108.13,3980.89,872.76
10181,Customer_489,Auto Parts,Plant B,USA,UK,Road,2023-08-06,2023-08-23,404,256.53,65629.28,103636.86,38007.59
10182,Customer_232,Textiles,Plant B,Vietnam,UK,Sea,2024-02-21,2024-02-26,259,80.95,15981.39,20966.95,4985.56
10183,Customer_292,Electronics,Plant B,USA,UAE,Road,2024-04-06,2024-05-02,451,163.44,49377.87,73712.88,24335.01
10184,Customer_100,Auto Parts,Plant A,India,USA,Air,2024-05-22,2024-06-03,496,419.69,166079.72,208167.17,42087.45
10185,Customer_407,Electronics,Plant B,Germany,UAE,Road,2023-09-16,2023-10-14,354,361.64,97198.96,128022.06,30823.1
10186,Customer_270,Electronics,Plant A,USA,USA,Air,2023-07-07,2023-07-20,464,36.67,10668.79,17014.65,6345.86
10187,Customer_56,Electronics,Plant B,China,UAE,Air,2023-03-30,2023-04-16,229,410.32,59470.56,93962.46,34491.9
10188,Customer_366,Pharma Drugs,Plant C,India,USA,Sea,2023-10-16,2023-10-21,61,168.89,8414.97,10302.54,1887.58
10189,Customer_16,Pharma Drugs,Plant A,China,USA,Sea,2024-01-14,2024-02-05,232,293.36,56062.75,68060.24,11997.49
10190,Customer_476,Auto Parts,Plant C,India,France,Air,2023-07-20,2023-07-24,148,494.56,62090.37,73194.41,11104.04
10191,Customer_116,Steel Sheets,Plant C,China,UK,Air,2024-04-24,2024-05-19,36,230.4,5986.19,8294.25,2308.06
10192,Customer_97,Auto Parts,Plant C,USA,France,Air,2023-08-28,2023-09-22,344,266.3,74045.92,91608.37,17562.44
10193,Customer_365,Auto Parts,Plant C,Germany,France,Road,2024-04-28,2024-05-28,106,414.79,27986.04,43967.5,15981.47
10194,Customer_174,Pharma Drugs,Plant B,India,France,Air,2024-02-07,2024-02-29,290,209.42,47659.0,60731.94,13072.93
10195,Customer_147,Steel Sheets,Plant A,USA,Australia,Sea,2023-08-31,2023-09-14,240,258.59,51356.69,62060.84,10704.16
10196,Customer_330,Textiles,Plant B,Vietnam,UAE,Air,2023-01-09,2023-01-18,345,132.04,29743.19,45553.02,15809.83
10197,Customer_128,Steel Sheets,Plant C,USA,UAE,Sea,2023-07-17,2023-08-01,117,212.21,19503.58,24828.75,5325.16
10198,Customer_112,Pharma Drugs,Plant C,Vietnam,UK,Sea,2023-06-03,2023-06-22,90,402.12,22336.62,36190.45,13853.83
10199,Customer_286,Textiles,Plant B,Germany,UAE,Air,2023-01-04,2023-01-31,290,44.31,10880.73,12849.08,1968.36
10200,Customer_383,Textiles,Plant C,Vietnam,UAE,Air,2023-10-28,2023-11-13,269,78.87,14926.99,21216.88,6289.89
10201,Customer_431,Electronics,Plant B,India,Australia,Road,2023-08-10,2023-09-07,444,210.73,68678.33,93562.45,24884.12
10202,Customer_450,Pharma Drugs,Plant C,Germany,France,Road,2023-02-13,2023-02-28,340,421.43,89548.6,143287.89,53739.29
10203,Customer_311,Electronics,Plant A,Vietnam,UAE,Air,2023-08-04,2023-08-11,198,489.2,73588.46,96860.63,23272.17
10204,Customer_117,Textiles,Plant B,Germany,USA,Air,2023-08-20,2023-09-05,430,110.28,32453.67,47419.66,14965.98
10205,Customer_469,Textiles,Plant C,Germany,USA,Road,2024-06-19,2024-06-26,400,133.37,32957.49,53348.01,20390.52
10206,Customer_491,Auto Parts,Plant A,India,France,Road,2023-04-19,2023-04-30,52,67.84,2189.12,3527.86,1338.74
10207,Customer_64,Pharma Drugs,Plant C,India,Australia,Air,2023-01-19,2023-02-15,444,51.96,19531.94,23071.35,3539.42
10208,Customer_224,Pharma Drugs,Plant A,India,UK,Air,2023-01-02,2023-01-25,93,287.38,17889.56,26726.71,8837.16
10209,Customer_460,Pharma Drugs,Plant C,Germany,Australia,Road,2024-06-08,2024-07-07,141,309.94,32166.11,43700.94,11534.84
10210,Customer_70,Pharma Drugs,Plant C,USA,UK,Air,2024-06-17,2024-07-17,443,160.32,53204.19,71021.46,17817.26
10211,Customer_115,Steel Sheets,Plant C,China,USA,Road,2023-10-01,2023-10-28,355,148.14,33819.75,52590.15,18770.4
10212,Customer_332,Pharma Drugs,Plant B,USA,UAE,Air,2023-03-22,2023-04-18,421,214.07,69901.78,90125.23,20223.45
10213,Customer_72,Electronics,Plant B,India,UAE,Road,2024-01-15,2024-01-24,267,119.05,21891.86,31785.11,9893.26
10214,Customer_475,Steel Sheets,Plant C,India,UK,Road,2024-01-22,2024-02-04,159,221.67,26701.06,35245.45,8544.39
10215,Customer_448,Electronics,Plant A,Germany,France,Sea,2023-06-24,2023-07-08,199,361.85,49354.25,72008.96,22654.7
10216,Customer_418,Electronics,Plant A,China,USA,Air,2023-06-08,2023-06-23,486,447.06,163290.06,217270.39,53980.33
10217,Customer_361,Auto Parts,Plant A,China,USA,Air,2024-03-17,2024-04-11,294,490.68,103882.28,144260.13,40377.85
10218,Customer_463,Electronics,Plant B,Germany,Australia,Sea,2023-04-28,2023-05-14,174,71.72,9064.82,12479.21,3414.38
10219,Customer_450,Textiles,Plant B,USA,USA,Air,2024-01-29,2024-02-05,188,399.59,56723.2,75123.79,18400.59
10220,Customer_29,Steel Sheets,Plant A,USA,Australia,Road,2023-02-05,2023-02-22,216,44.28,5810.76,9564.4,3753.64
10221,Customer_450,Pharma Drugs,Plant C,Vietnam,UK,Sea,2023-04-10,2023-04-14,478,376.89,137588.42,180152.71,42564.29
10222,Customer_67,Steel Sheets,Plant A,India,UAE,Sea,2023-10-14,2023-10-28,380,286.84,66521.37,108998.36,42476.99
10223,Customer_20,Textiles,Plant A,India,Australia,Sea,2024-05-15,2024-06-09,286,238.94,56076.9,68338.15,12261.25
10224,Customer_173,Steel Sheets,Plant A,USA,UK,Sea,2023-02-17,2023-03-17,478,310.09,103505.97,148222.84,44716.86
10225,Customer_144,Steel Sheets,Plant C,USA,Australia,Sea,2023-03-23,2023-03-30,272,461.63,93760.13,125562.21,31802.09
10226,Customer_479,Textiles,Plant C,Vietnam,France,Sea,2024-03-11,2024-04-05,356,486.68,145603.85,173259.59,27655.74
10227,Customer_307,Electronics,Plant B,India,UK,Road,2023-10-13,2023-10-30,238,149.11,27146.08,35488.29,8342.21
10228,Customer_216,Electronics,Plant C,India,USA,Road,2023-07-18,2023-08-13,68,317.2,15662.13,21569.84,5907.71
10229,Customer_216,Pharma Drugs,Plant B,Vietnam,UK,Sea,2023-01-30,2023-02-11,357,307.78,74772.27,109878.63,35106.36
10230,Customer_135,Steel Sheets,Plant C,Germany,Australia,Air,2023-06-06,2023-06-17,313,240.13,51079.27,75159.42,24080.16
10231,Customer_380,Electronics,Plant B,India,UAE,Sea,2023-07-04,2023-07-08,209,63.71,10406.2,13316.12,2909.92
10232,Customer_467,Auto Parts,Plant B,USA,UK,Air,2023-07-03,2023-07-09,334,221.43,45766.85,73958.73,28191.88
10233,Customer_272,Steel Sheets,Plant B,India,UAE,Sea,2023-10-19,2023-11-10,362,372.69,94292.88,134915.02,40622.14
10234,Customer_113,Steel Sheets,Plant B,Vietnam,USA,Sea,2023-02-21,2023-03-04,445,160.86,44036.62,71584.77,27548.14
10235,Customer_276,Auto Parts,Plant B,Vietnam,France,Air,2023-08-14,2023-09-02,102,294.41,23797.21,30030.09,6232.87
10236,Customer_58,Electronics,Plant A,USA,Australia,Road,2023-07-11,2023-08-01,147,168.96,19628.6,24837.67,5209.07
10237,Customer_137,Pharma Drugs,Plant C,Vietnam,Australia,Road,2023-12-16,2024-01-13,292,50.46,9879.18,14733.18,4854.0
10238,Customer_249,Pharma Drugs,Plant B,USA,UK,Sea,2023-04-23,2023-05-07,275,408.88,73000.49,112441.97,39441.47
10239,Customer_224,Pharma Drugs,Plant B,USA,USA,Road,2023-03-31,2023-04-05,230,195.94,28505.11,45065.41,16560.31
10240,Customer_82,Steel Sheets,Plant C,Vietnam,UAE,Air,2024-06-15,2024-06-27,223,336.8,54564.84,75106.14,20541.29
10241,Customer_99,Textiles,Plant C,USA,UAE,Road,2024-01-11,2024-01-16,430,498.76,140048.49,214466.72,74418.23
10242,Customer_163,Auto Parts,Plant B,USA,UK,Sea,2023-12-13,2023-12-25,401,384.69,118882.43,154260.43,35378.0
10243,Customer_117,Electronics,Plant B,India,UK,Road,2023-06-26,2023-07-23,207,379.93,60854.27,78646.53,17792.26
10244,Customer_187,Pharma Drugs,Plant C,Vietnam,UK,Road,2023-09-08,2023-10-06,138,154.32,17415.1,21296.56,3881.46
10245,Customer_366,Auto Parts,Plant B,Germany,UAE,Road,2023-09-17,2023-10-04,163,293.27,34656.14,47803.35,13147.22
10246,Customer_312,Electronics,Plant B,Vietnam,France,Air,2023-06-03,2023-06-23,359,72.52,18882.46,26033.41,7150.94
10247,Customer_289,Textiles,Plant B,India,UK,Sea,2023-03-10,2023-03-28,253,472.38,85402.62,119512.61,34109.99
10248,Customer_56,Steel Sheets,Plant A,Germany,France,Road,2024-03-06,2024-04-04,442,349.73,115040.71,154581.16,39540.46
10249,Customer_90,Electronics,Plant B,USA,USA,Air,2024-04-03,2024-05-03,450,224.73,68031.99,101127.28,33095.29
10250,Customer_402,Steel Sheets,Plant A,Vietnam,Australia,Sea,2023-05-15,2023-05-27,15,170.65,2074.05,2559.8,485.75
10251,Customer_51,Pharma Drugs,Plant C,Vietnam,UAE,Road,2024-05-15,2024-06-06,448,482.03,132056.12,215949.68,83893.55
10252,Customer_406,Textiles,Plant A,Germany,UK,Road,2023-06-05,2023-06-15,55,174.17,5752.53,9579.11,3826.59
10253,Customer_98,Pharma Drugs,Plant B,USA,Australia,Road,2023-07-20,2023-08-04,33,494.16,13174.34,16307.36,3133.02
10254,Customer_301,Auto Parts,Plant B,Vietnam,France,Air,2023-07-01,2023-07-04,135,255.14,21929.76,34444.06,12514.31
10255,Customer_290,Auto Parts,Plant A,Germany,UK,Road,2023-07-05,2023-07-11,325,309.14,80938.85,100469.86,19531.01
10256,Customer_219,Electronics,Plant A,Vietnam,UAE,Air,2024-04-20,2024-05-10,138,320.59,28969.01,44242.02,15273.02
10257,Customer_191,Textiles,Plant C,Vietnam,UK,Sea,2023-04-23,2023-05-20,246,33.71,6854.53,8293.77,1439.24
10258,Customer_435,Auto Parts,Plant C,India,UAE,Sea,2024-04-22,2024-04-24,334,147.4,32042.6,49231.94,17189.34
10259,Customer_434,Steel Sheets,Plant B,USA,Australia,Sea,2023-12-15,2023-12-29,407,108.92,28529.54,44330.13,15800.59
10260,Customer_347,Steel Sheets,Plant C,USA,Australia,Road,2024-02-29,2024-03-17,328,314.32,82171.68,103096.77,20925.09
10261,Customer_17,Pharma Drugs,Plant A,India,UAE,Road,2023-10-25,2023-11-21,73,427.73,20696.73,31224.2,10527.47
10262,Customer_287,Auto Parts,Plant A,Vietnam,UK,Road,2023-10-07,2023-10-25,104,342.71,23423.62,35641.67,12218.05
10263,Customer_266,Textiles,Plant A,USA,France,Road,2023-06-11,2023-06-14,299,479.61,88353.79,143404.83,55051.04
10264,Customer_128,Electronics,Plant B,USA,UK,Air,2023-10-08,2023-10-12,264,326.23,66374.24,86124.12,19749.88
10265,Customer_253,Auto Parts,Plant B,Germany,UAE,Road,2023-12-20,2024-01-13,494,93.1,37861.25,45991.7,8130.45
10266,Customer_434,Textiles,Plant B,Germany,UK,Road,2023-05-16,2023-06-02,442,439.56,145182.63,194284.4,49101.78
10267,Customer_398,Electronics,Plant B,Germany,France,Air,2023-06-05,2023-07-04,349,80.93,18705.57,28246.03,9540.46
10268,Customer_217,Auto Parts,Plant A,Vietnam,France,Sea,2023-06-27,2023-07-09,335,388.61,91585.02,130185.92,38600.9
10269,Customer_441,Steel Sheets,Plant A,China,UK,Sea,2023-05-12,2023-05-19,91,118.1,6965.27,10746.77,3781.51
10270,Customer_211,Steel Sheets,Plant A,India,UAE,Air,2023-10-02,2023-10-31,227,47.32,7360.5,10741.25,3380.75
10271,Customer_66,Textiles,Plant C,China,USA,Road,2024-06-21,2024-07-21,290,329.37,78706.85,95517.33,16810.48
10272,Customer_272,Pharma Drugs,Plant B,Germany,USA,Road,2024-02-12,2024-02-29,283,286.13,58975.67,80973.47,21997.8
10273,Customer_488,Pharma Drugs,Plant C,India,France,Air,2024-02-20,2024-03-15,213,476.4,81024.46,101474.13,20449.66
10274,Customer_277,Textiles,Plant A,India,France,Sea,2024-06-09,2024-06-24,358,219.55,57872.33,78598.06,20725.73
10275,Customer_124,Electronics,Plant B,India,UAE,Road,2024-02-27,2024-03-13,440,349.87,128386.14,153944.61,25558.46
10276,Customer_372,Textiles,Plant C,China,USA,Air,2024-02-09,2024-02-11,157,138.6,16504.78,21760.25,5255.47
10277,Customer_92,Steel Sheets,Plant A,China,France,Air,2023-03-10,2023-03-31,166,416.17,43743.12,69085.04,25341.91
10278,Customer_228,Electronics,Plant C,China,UK,Road,2023-10-14,2023-11-13,406,455.32,119065.44,184860.34,65794.9
10279,Customer_402,Pharma Drugs,Plant C,Vietnam,UAE,Road,2023-07-23,2023-08-09,479,118.07,37199.32,56556.87,19357.55
10280,Customer_290,Pharma Drugs,Plant B,Vietnam,USA,Air,2023-11-17,2023-11-21,45,268.07,8790.35,12063.19,3272.84
10281,Customer_294,Auto Parts,Plant A,USA,Australia,Sea,2024-01-25,2024-02-19,277,460.27,98187.54,127494.96,29307.42
10282,Customer_120,Pharma Drugs,Plant B,USA,UAE,Road,2023-11-06,2023-11-21,343,213.02,60214.64,73065.11,12850.47
10283,Customer_323,Steel Sheets,Plant C,China,UK,Sea,2024-03-08,2024-04-05,294,20.66,4052.1,6073.56,2021.46
10284,Customer_141,Auto Parts,Plant A,China,UAE,Road,2023-04-17,2023-04-30,16,434.0,4398.07,6943.92,2545.86
10285,Customer_232,Pharma Drugs,Plant B,India,UK,Air,2023-01-25,2023-02-17,235,56.43,8533.15,13260.02,4726.87
10286,Customer_450,Textiles,Plant B,Vietnam,USA,Air,2023-08-15,2023-09-10,343,171.63,40063.56,58869.8,18806.24
10287,Customer_197,Electronics,Plant C,China,France,Air,2023-07-07,2023-07-20,117,317.31,28535.69,37125.45,8589.75
10288,Customer_426,Auto Parts,Plant C,USA,Australia,Road,2023-03-10,2023-04-06,417,117.22,30052.2,48881.99,18829.79
10289,Customer_292,Textiles,Plant B,Germany,UAE,Sea,2024-03-15,2024-04-12,225,226.83,41337.97,51035.91,9697.93
10290,Customer_446,Steel Sheets,Plant A,China,France,Sea,2023-09-05,2023-09-11,220,294.51,54126.28,64791.24,10664.96
10291,Customer_490,Steel Sheets,Plant C,Germany,France,Road,2023-05-15,2023-06-10,256,183.5,33086.62,46975.76,13889.15
10292,Customer_93,Electronics,Plant C,USA,UAE,Road,2024-04-29,2024-05-18,219,198.2,35901.86,43406.38,7504.52
10293,Customer_180,Auto Parts,Plant B,USA,Australia,Air,2023-07-10,2023-07-23,81,212.9,11136.02,17244.81,6108.78
10294,Customer_264,Pharma Drugs,Plant C,Vietnam,UK,Road,2023-05-13,2023-05-20,48,219.69,6674.39,10545.2,3870.81
10295,Customer_379,Pharma Drugs,Plant C,Vietnam,Australia,Road,2023-08-26,2023-09-17,415,78.81,20123.62,32704.41,12580.8
10296,Customer_336,Pharma Drugs,Plant C,Germany,UK,Air,2023-05-04,2023-05-16,396,239.8,62692.71,94960.83,32268.12
10297,Customer_438,Steel Sheets,Plant B,China,Australia,Sea,2023-03-18,2023-04-09,452,98.98,32924.34,44740.01,11815.67
10298,Customer_186,Textiles,Plant A,USA,France,Air,2023-02-18,2023-03-09,221,86.45,14196.39,19105.22,4908.83
10299,Customer_28,Pharma Drugs,Plant C,USA,France,Sea,2023-09-15,2023-09-26,373,183.77,49443.71,68547.03,19103.32
10300,Customer_127,Auto Parts,Plant A,China,USA,Air,2024-02-02,2024-02-14,165,58.61,6443.09,9671.22,3228.13
10301,Customer_83,Pharma Drugs,Plant B,India,France,Air,2023-06-20,2023-07-18,293,87.5,21774.08,25637.98,3863.9
10302,Customer_14,Steel Sheets,Plant A,India,France,Air,2023-10-08,2023-10-12,442,323.83,101415.95,143133.18,41717.24
10303,Customer_409,Electronics,Plant C,China,UAE,Road,2024-05-09,2024-06-01,155,200.0,21374.0,30999.4,9625.41
10304,Customer_37,Electronics,Plant C,USA,UAE,Sea,2024-06-15,2024-06-28,150,374.75,44375.05,56212.43,11837.38
10305,Customer_496,Pharma Drugs,Plant C,Germany,France,Sea,2024-03-28,2024-04-10,482,21.29,8285.61,10263.9,1978.29
10306,Customer_45,Textiles,Plant B,USA,UK,Air,2024-03-27,2024-04-09,407,251.32,86666.23,102285.84,15619.61
10307,Customer_432,Electronics,Plant B,Germany,UAE,Sea,2023-02-10,2023-03-08,298,115.58,21922.16,34442.68,12520.52
10308,Customer_134,Pharma Drugs,Plant B,India,Australia,Sea,2023-11-11,2023-12-07,170,354.62,50058.41,60284.77,10226.36
10309,Customer_367,Steel Sheets,Plant A,USA,Australia,Sea,2023-02-04,2023-02-27,224,222.43,37128.63,49823.94,12695.32
10310,Customer_1,Textiles,Plant B,Vietnam,France,Road,2024-03-06,2024-03-11,77,440.06,23493.07,33884.49,10391.41
10311,Customer_112,Electronics,Plant B,China,Australia,Sea,2024-04-14,2024-04-21,324,35.65,7576.65,11550.52,3973.87
10312,Customer_176,Electronics,Plant A,USA,UK,Air,2024-05-15,2024-06-12,235,197.03,32448.67,46301.66,13853.0
10313,Customer_276,Steel Sheets,Plant B,India,USA,Sea,2023-11-10,2023-12-03,404,392.2,105016.4,158448.63,53432.23
10314,Customer_395,Textiles,Plant B,India,UAE,Air,2023-09-06,2023-09-10,58,471.74,18420.66,27361.01,8940.36
10315,Customer_204,Steel Sheets,Plant C,Vietnam,Australia,Air,2024-04-05,2024-04-14,50,179.88,6400.1,8993.82,2593.71
10316,Customer_325,Electronics,Plant C,Vietnam,France,Air,2023-12-07,2024-01-04,489,264.07,87911.79,129132.36,41220.56
10317,Customer_177,Steel Sheets,Plant C,Vietnam,USA,Air,2023-06-10,2023-07-05,39,456.08,12181.04,17787.0,5605.96
10318,Customer_230,Textiles,Plant A,China,France,Road,2023-03-04,2023-03-13,195,436.67,66848.26,85151.11,18302.85
10319,Customer_292,Electronics,Plant A,China,UK,Air,2023-04-14,2023-05-08,34,122.37,2594.85,4160.56,1565.71
10320,Customer_364,Auto Parts,Plant C,Germany,UAE,Sea,2023-07-23,2023-08-13,428,469.36,153503.36,200884.24,47380.88
10321,Customer_261,Pharma Drugs,Plant A,USA,Australia,Air,2023-01-12,2023-02-11,337,472.43,107319.86,159208.33,51888.47
10322,Customer_497,Pharma Drugs,Plant A,India,UK,Air,2023-01-31,2023-03-01,360,34.5,7778.51,12420.8,4642.29
10323,Customer_236,Pharma Drugs,Plant A,USA,Australia,Air,2023-01-24,2023-02-10,362,133.99,35183.16,48503.46,13320.3
10324,Customer_159,Pharma Drugs,Plant A,China,Australia,Air,2023-10-22,2023-10-25,422,409.09,120240.56,172634.69,52394.13
10325,Customer_14,Steel Sheets,Plant B,China,France,Sea,2023-12-31,2024-01-04,222,228.93,41450.98,50822.24,9371.25
10326,Customer_182,Auto Parts,Plant B,China,France,Air,2023-03-27,2023-04-22,176,57.73,6166.15,10161.13,3994.98
10327,Customer_229,Pharma Drugs,Plant B,Vietnam,Australia,Sea,2023-04-18,2023-04-20,66,233.71,11248.32,15424.92,4176.6
10328,Customer_208,Electronics,Plant C,Germany,UK,Road,2023-07-18,2023-07-23,410,471.2,131506.74,193190.77,61684.03
10329,Customer_150,Textiles,Plant C,Germany,France,Air,2024-05-16,2024-06-14,70,488.82,27012.49,34217.36,7204.88
10330,Customer_278,Steel Sheets,Plant A,USA,UAE,Road,2023-09-05,2023-09-10,378,203.24,48165.71,76824.42,28658.71
10331,Customer_299,Textiles,Plant C,China,UAE,Sea,2023-05-10,2023-05-29,180,350.78,38921.97,63140.06,24218.09
10332,Customer_458,Steel Sheets,Plant A,India,Australia,Air,2024-05-15,2024-06-10,429,169.15,59956.53,72566.95,12610.42
10333,Customer_228,Auto Parts,Plant A,Vietnam,France,Sea,2023-03-11,2023-03-27,33,490.18,13187.12,16175.81,2988.69
10334,Customer_460,Auto Parts,Plant C,India,UK,Sea,2023-02-27,2023-03-23,245,352.96,70717.16,86474.39,15757.23
10335,Customer_55,Electronics,Plant A,China,UK,Road,2024-02-17,2024-03-17,428,334.55,94593.59,143188.04,48594.45
10336,Customer_130,Steel Sheets,Plant A,India,USA,Air,2024-02-22,2024-02-29,327,466.49,119550.41,152543.69,32993.29
10337,Customer_233,Electronics,Plant B,Vietnam,USA,Air,2024-03-20,2024-03-29,418,287.66,77615.53,120243.51,42627.99
10338,Customer_59,Textiles,Plant B,Vietnam,UK,Air,2024-02-22,2024-03-11,495,53.5,18543.32,26482.66,7939.34
10339,Customer_228,Steel Sheets,Plant A,USA,USA,Sea,2023-10-28,2023-11-17,308,162.22,41727.01,49963.94,8236.93
10340,Customer_492,Auto Parts,Plant B,China,USA,Road,2023-12-10,2023-12-27,405,309.83,94058.26,125482.45,31424.19
10341,Customer_43,Auto Parts,Plant C,China,UK,Air,2023-12-19,2024-01-03,191,389.21,55368.09,74338.34,18970.25
10342,Customer_158,Steel Sheets,Plant A,China,Australia,Sea,2023-05-29,2023-06-10,349,248.03,66782.38,86563.43,19781.05
10343,Customer_402,Steel Sheets,Plant B,India,Australia,Air,2024-02-25,2024-03-11,466,441.92,128824.97,205936.02,77111.06
10344,Customer_207,Steel Sheets,Plant A,China,France,Road,2023-02-16,2023-03-16,445,474.37,156013.25,211093.53,55080.28
10345,Customer_244,Steel Sheets,Plant A,Germany,Australia,Sea,2023-05-06,2023-05-28,344,101.93,28188.9,35063.27,6874.36
10346,Customer_107,Textiles,Plant C,India,UAE,Air,2024-05-27,2024-06-24,266,92.86,20423.8,24700.38,4276.58
10347,Customer_331,Auto Parts,Plant A,Vietnam,Australia,Sea,2023-02-16,2023-02-28,361,332.93,100168.27,120187.8,20019.52
